dv,moderator,k,intercept,slope,se_slope,t_slope,p_slope,r2_analog,q_residual,q_residual_p
TLX_SCORE,n,4,0.2715832202987999,0.0821247915325112,0.0022462249088267073,36.56125048288609,0.0007472585791610921,0.8478324082588932,239.91325136841647,8.007545178242314e-53
effort,n,4,4.133124193330724,0.013979257689622493,0.0008029280848139951,17.410348391115132,0.0032827849121759693,0.7997404951251372,75.90300574706146,3.295123694689437e-17
frustration,n,4,6.393991059709221,0.0039040128628174786,0.001061309017207517,3.6784883568497277,0.06660427220824819,0.8336586526735377,2.6999189321136416,0.25925076888885507
mental_demand,n,10,4.604151872057298,0.00047003426120928546,9.326494394846075e-06,50.39774231452191,2.6608020392988213e-11,0.5839923983046886,1809.3235492561435,0.0
perceived_safety,n,3,1.9571087192913557,-3.1837715546874885e-05,7.314835573498499e-06,-4.352485469696993,0.14377072608777539,0.5957312694166836,12.855661075448044,0.00033645982387965964
performance,n,4,13.21015677311884,-0.009014742622606148,0.0010501069170399519,-8.584595031539228,0.013299300463613098,0.49838560944150334,74.1727051876131,7.827114997238338e-17
physical_demand,n,4,2.7305232343103416,0.008409618117729112,0.0006727022393566416,12.501248882078787,0.006337953600870075,0.7967657198342487,39.86328878550296,2.2069720086206796e-09
temporal_demand,n,4,4.10314106829736,0.010259459168647195,0.0008163186603064781,12.567958650847686,0.006271479352391348,0.7447242719522775,54.14314779002042,1.7497050325816905e-12
trust_rating,n,4,3.3433630681118656,6.678161982241867e-05,3.404405710169742e-06,19.616234229347764,0.0025886884847692126,0.7031810759199113,162.4260523652687,5.365755386527067e-36
