study,dv,cohens_d,hedges_g,var_g,se_g,mapping_source
ehmi_for_all_chi26,mental_demand,0.20793115191336395,0.20771418027658478,0.0014188508199222038,0.03766763624017578,schema
ehmi_optimization_chi25,mental_demand,-0.47833378941828175,-0.47809118563666636,0.0007528956695214438,0.027438944395173873,schema
fact_av,mental_demand,0.2862578097651728,0.28617519567866045,0.0004003646620426384,0.02000911447422495,schema
roads_chi25,mental_demand,0.003046694819075268,0.003038378090724744,0.0036232051299663445,0.06019306546410761,schema
running_into_traffic_chi26,mental_demand,-0.6301606430355706,-0.6285124460616328,0.004158034539677738,0.0644828236019309,schema
3d_display_comp_vehicle,perceived_safety_item_01,-0.025466111365410604,-0.02502954945628928,0.022229183092733164,0.14909454414140433,unknown
ehmi_optimization_chi25,perceived_safety_item_01,0.38609929665127873,0.3856726675942055,0.0015799583871538459,0.039748690382877344,unknown
fact_av,perceived_safety_item_01,-0.056365062422338914,-0.056348795449056854,0.00038522599745164607,0.01962717497378688,unknown
longitudinal_usa_germany_ehmi,perceived_safety_item_01,-0.36148326969335,-0.35991387778440637,0.0061193620673040475,0.07822635148915004,unknown
osf_cwd6h,perceived_safety_item_01,-1.924233166174159,-1.8681875399749117,0.10166897563921319,0.31885572856577815,unknown
3d_display_comp_vehicle,perceived_safety_item_02,-0.09502517049407655,-0.09339616757132095,0.022319142712411227,0.1493959260234737,unknown
ehmi_optimization_chi25,perceived_safety_item_02,0.4462562042098913,0.44576310343175884,0.0016166946649861125,0.040208141774845954,unknown
fact_av,perceived_safety_item_02,-0.0706316357872408,-0.07061125147676829,0.0003855742209298299,0.01963604392258863,unknown
longitudinal_usa_germany_ehmi,perceived_safety_item_02,-0.3492413176304482,-0.3477250745727183,0.006094576803122421,0.07806777057866082,unknown
osf_cwd6h,perceived_safety_item_02,-2.028438662072903,-1.9693579243426245,0.10885871544761277,0.3299374417182942,unknown
3d_display_comp_vehicle,perceived_safety_item_03,-0.103893864082261,-0.1021128264122794,0.02233807810353227,0.14945928577218703,unknown
ehmi_optimization_chi25,perceived_safety_item_03,0.23639636577600065,0.23613515432210452,0.001511588096402003,0.038879147320922604,unknown
fact_av,perceived_safety_item_03,-0.025404083106462375,-0.025396751480746223,0.000384739422112649,0.019614775606992017,unknown
longitudinal_usa_germany_ehmi,perceived_safety_item_03,-0.5173775216504407,-0.5151313095448672,0.006509655936992557,0.08068243883889825,unknown
3d_display_comp_vehicle,perceived_safety_item_04,-0.19512788427344355,-0.19178283482875594,0.022630896174832823,0.15043568783647324,unknown
ehmi_optimization_chi25,perceived_safety_item_04,0.3200766021446593,0.3197229263411845,0.0015457520217854195,0.03931605297821005,unknown
fact_av,perceived_safety_item_04,-0.04704844144157046,-0.04703486324779222,0.00038504082276168047,0.019622457103066385,unknown
longitudinal_usa_germany_ehmi,perceived_safety_item_04,-0.49738728113781594,-0.4952278573412697,0.006451869628410416,0.08032353097573847,unknown
roads_chi25,performance,-0.855223782494913,-0.8528892316782755,0.004940978336073839,0.07029209298401805,schema
running_into_traffic_chi26,performance,0.8195894582242917,0.8174458066334697,0.0046323223034420895,0.06806116589834536,schema
roads_chi25,physical_demand,0.41432363538311556,0.41319263364867576,0.003932478537140451,0.06270947725137287,schema
running_into_traffic_chi26,physical_demand,-0.3970601505754856,-0.39602163230894116,0.003744501967459441,0.06119233585555826,schema
roads_chi25,temporal_demand,0.558510505018644,0.556985908553625,0.0041852052578393245,0.06469316237315444,schema
running_into_traffic_chi26,temporal_demand,-0.5352392339762005,-0.5338393057269166,0.003966986813088535,0.06298402029950562,schema
fact_av,trust_rating,0.077844584058596,0.07782211808917071,0.0003857800542430548,0.019641284434655865,schema
running_into_traffic_chi26,trust_rating,-0.7027636060845506,-0.7009255146998482,0.004325167668675776,0.0657660069388113,schema
fact_av,understanding_rating,0.10432362148028614,0.10429351365301909,0.0003867071417288639,0.019664870752915307,schema
running_into_traffic_chi26,understanding_rating,-0.9418104716970352,-0.9393471487544972,0.005004119906029867,0.07073980425495865,schema
